        62,      3073,
     62.01,      3100,
     62.02,      3395,
     62.03,      3507,
     62.04,      3607,
     62.05,      3826,
     62.06,      3954,
     62.07,      4081,
     62.08,      4482,
     62.09,      4749,
      62.1,      5066,
     62.11,      5294,
     62.12,      5726,
     62.13,      6221,
     62.14,      6586,
     62.15,      7061,
     62.16,      7596,
     62.17,      8188,
     62.18,      8768,
     62.19,      9287,
      62.2,     10285,
     62.21,     10531,
     62.22,     11260,
     62.23,     11968,
     62.24,     12706,
     62.25,     13943,
     62.26,     14615,
     62.27,     15407,
     62.28,     16670,
     62.29,     17809,
      62.3,     19238,
     62.31,     20659,
     62.32,     22702,
     62.33,     25467,
     62.34,     28254,
     62.35,     31418,
     62.36,     36195,
     62.37,     41699,
     62.38,     48463,
     62.39,     56555,
      62.4,     67152,
     62.41,     79295,
     62.42,     94478,
     62.43,    120862,
     62.44,    144594,
     62.45,    172873,
     62.46,    203771,
     62.47,    235612,
     62.48,    268362,
     62.49,    301784,
      62.5,    333727,
     62.51,    359797,
     62.52,    379738,
     62.53,    397596,
     62.54,    408102,
     62.55,    411341,
     62.56,    403410,
     62.57,    394179,
     62.58,    378123,
     62.59,    366095,
      62.6,    344293,
     62.61,    323400,
     62.62,    302906,
     62.63,    282464,
     62.64,    270045,
     62.65,    260177,
     62.66,    254422,
     62.67,    250283,
     62.68,    245353,
     62.69,    244605,
      62.7,    240287,
     62.71,    235212,
     62.72,    232620,
     62.73,    224188,
     62.74,    212458,
     62.75,    200311,
     62.76,    184561,
     62.77,    166345,
     62.78,    150960,
     62.79,    134589,
      62.8,    116484,
     62.81,    100113,
     62.82,     86275,
     62.83,     73062,
     62.84,     62279,
     62.85,     53306,
     62.86,     46323,
     62.87,     39512,
     62.88,     33833,
     62.89,     29490,
      62.9,     25944,
     62.91,     22713,
     62.92,     20340,
     62.93,     18044,
     62.94,     16087,
     62.95,     14521,
     62.96,     13227,
     62.97,     11975,
     62.98,     11034,
     62.99,     10155,
        63,      9139,
     63.01,      8504,
     63.02,      7781,
     63.03,      7460,
     63.04,      6897,
     63.05,      6230,
     63.06,      6091,
     63.07,      5611,
     63.08,      5338,
     63.09,      5014,
      63.1,      4721,
     63.11,      4368,
     63.12,      4238,
     63.13,      4142,
     63.14,      3839,
     63.15,      3750,
     63.16,      3478,
     63.17,      3345,
     63.18,      3140,
     63.19,      3048,
