25,3.1142e-05
25.001,3.4897e-05
25.002,3.3518e-05
25.003,2.7973e-05
25.004,2.0178e-05
25.005,1.2319e-05
25.006,6.2336e-06
25.007,2.9919e-06
25.008,2.7398e-06
25.009,4.8096e-06
25.01,8.0285e-06
25.011,1.1116e-05
25.012,1.3058e-05
25.013,1.3351e-05
25.014,1.2075e-05
25.015,9.788e-06
25.016,7.2913e-06
25.017,5.3518e-06
25.018,4.4626e-06
25.019,4.7133e-06
25.02,5.8015e-06
25.021,7.1711e-06
25.022,8.2291e-06
25.023,8.5649e-06
25.024,8.102e-06
25.025,7.1303e-06
25.026,6.2058e-06
25.027,5.9484e-06
25.028,6.7998e-06
25.029,8.8215e-06
25.03,1.1607e-05
25.031,1.4351e-05
25.032,1.6077e-05
25.033,1.5972e-05
25.034,1.3757e-05
25.035,9.9682e-06
25.036,6.0786e-06
25.037,4.3853e-06
25.038,7.6605e-06
25.039,1.8617e-05
25.04,3.9291e-05
25.041,7.0468e-05
25.042,0.0001113
25.043,0.00015917
25.044,0.00020995
25.045,0.0002585
25.046,0.00029942
25.047,0.00032789
25.048,0.00034048
25.049,0.00033565
25.05,0.00031402
25.051,0.00027829
25.052,0.00023271
25.053,0.00018245
25.054,0.00013277
25.055,8.8217e-05
25.056,5.2107e-05
25.057,2.6124e-05
25.058,1.0318e-05
25.059,3.3455e-06
25.06,2.9178e-06
25.061,6.3473e-06
25.062,1.1076e-05
25.063,1.5096e-05
25.064,1.7186e-05
25.065,1.6961e-05
25.066,1.4744e-05
25.067,1.1319e-05
25.068,7.6359e-06
25.069,4.5435e-06
25.07,2.5944e-06
25.071,1.9622e-06
25.072,2.4638e-06
25.073,3.6672e-06
25.074,5.0416e-06
25.075,6.1088e-06
25.076,6.5567e-06
25.077,6.293e-06
25.078,5.4349e-06
25.079,4.2467e-06
25.08,3.0481e-06
25.081,2.1215e-06
25.082,1.6417e-06
25.083,1.6433e-06
25.084,2.0295e-06
25.085,2.614e-06
25.086,3.1822e-06
25.087,3.5511e-06
25.088,3.6152e-06
25.089,3.3655e-06
25.09,2.8809e-06
25.091,2.2972e-06
25.092,1.7643e-06
25.093,1.4042e-06
25.094,1.2808e-06
25.095,1.388e-06
25.096,1.6587e-06
25.097,1.9877e-06
25.098,2.2641e-06
25.099,2.4014e-06
25.1,2.359e-06
25.101,2.1488e-06
25.102,1.8287e-06
25.103,1.4824e-06
25.104,1.1957e-06
25.105,1.0327e-06
25.106,1.02e-06
25.107,1.1421e-06
25.108,1.3476e-06
25.109,1.5655e-06
25.11,1.7253e-06
25.111,1.7756e-06
25.112,1.6976e-06
25.113,1.5086e-06
25.114,1.2562e-06
25.115,1.004e-06
25.116,8.1415e-07
25.117,7.3058e-07
25.118,7.67e-07
25.119,9.038e-07
25.12,1.0937e-06
25.121,1.2748e-06
25.122,1.388e-06
25.123,1.3929e-06
25.124,1.2798e-06
25.125,1.072e-06
25.126,8.2075e-07
25.127,5.9053e-07
25.128,4.4151e-07
25.129,4.1202e-07
25.13,5.0684e-07
25.131,6.9447e-07
25.132,9.1485e-07
25.133,1.0957e-06
25.134,1.1734e-06
25.135,1.1128e-06
25.136,9.1919e-07
25.137,6.4001e-07
25.138,3.528e-07
25.139,1.4329e-07
25.14,7.864e-08
25.141,1.8389e-07
25.142,4.2933e-07
25.143,7.3474e-07
25.144,9.9198e-07
25.145,1.1024e-06
25.146,1.0204e-06
25.147,7.9223e-07
25.148,5.7587e-07
25.149,6.3474e-07
25.15,1.2995e-06
25.151,2.903e-06
25.152,5.6983e-06
25.153,9.7788e-06
25.154,1.5018e-05
25.155,2.105e-05
25.156,2.7289e-05
25.157,3.3015e-05
25.158,3.7478e-05
25.159,4.0033e-05
25.16,4.0264e-05
25.161,3.807e-05
25.162,3.3701e-05
25.163,2.7725e-05
25.164,2.0934e-05
25.165,1.421e-05
25.166,8.3667e-06
25.167,4.0117e-06
25.168,1.449e-06
25.169,6.4418e-07
25.17,1.259e-06
25.171,2.7448e-06
25.172,4.4734e-06
25.173,5.8762e-06
25.174,6.5587e-06
25.175,6.3688e-06
25.176,5.4033e-06
25.177,3.9568e-06
25.178,2.4275e-06
25.179,1.2051e-06
25.18,5.6992e-07
25.181,6.2671e-07
25.182,1.2881e-06
25.183,2.3097e-06
25.184,3.3643e-06
25.185,4.1345e-06
25.186,4.3987e-06
25.187,4.0871e-06
25.188,3.2949e-06
25.189,2.2497e-06
25.19,1.244e-06
25.191,5.5146e-07
25.192,3.5116e-07
25.193,6.7929e-07
25.194,1.422e-06
25.195,2.3501e-06
25.196,3.1853e-06
25.197,3.6801e-06
25.198,3.6872e-06
25.199,3.2013e-06
25.2,2.3596e-06
25.201,1.4023e-06
25.202,6.0365e-07
25.203,1.9299e-07
25.204,2.8791e-07
25.205,8.5893e-07
25.206,1.7362e-06
25.207,2.6571e-06
25.208,3.3435e-06
25.209,3.5859e-06
25.21,3.3137e-06
25.211,2.6297e-06
25.212,1.7985e-06
25.213,1.1904e-06
25.214,1.1917e-06
25.215,2.1062e-06
25.216,4.07e-06
25.217,7.0028e-06
25.218,1.0609e-05
25.219,1.4427e-05
25.22,1.7922e-05
25.221,2.0589e-05
25.222,2.2057e-05
25.223,2.2155e-05
25.224,2.0941e-05
25.225,1.8676e-05
25.226,1.5759e-05
25.227,1.2638e-05
25.228,9.7209e-06
25.229,7.3043e-06
25.23,5.5347e-06
25.231,4.4102e-06
25.232,3.8146e-06
25.233,3.5726e-06
25.234,3.5077e-06
25.235,3.4886e-06
25.236,3.4515e-06
25.237,3.3969e-06
25.238,3.3651e-06
25.239,3.4021e-06
25.24,3.5282e-06
25.241,3.7206e-06
25.242,3.9157e-06
25.243,4.0294e-06
25.244,3.9885e-06
25.245,3.7609e-06
25.246,3.374e-06
25.247,2.9144e-06
25.248,2.5059e-06
25.249,2.2737e-06
25.25,2.3041e-06
25.251,2.613e-06
25.252,3.1343e-06
25.253,3.7328e-06
25.254,4.2397e-06
25.255,4.5009e-06
25.256,4.4246e-06
25.257,4.0133e-06
25.258,3.3693e-06
25.259,2.6713e-06
25.26,2.1259e-06
25.261,1.9085e-06
25.262,2.1094e-06
25.263,2.7022e-06
25.264,3.5447e-06
25.265,4.4137e-06
25.266,5.066e-06
25.267,5.3084e-06
25.268,5.0573e-06
25.269,4.3695e-06
25.27,3.4332e-06
25.271,2.521e-06
25.272,1.915e-06
25.273,1.8245e-06
25.274,2.3214e-06
25.275,3.311e-06
25.276,4.5496e-06
25.277,5.7072e-06
25.278,6.4586e-06
25.279,6.5782e-06
25.28,6.0127e-06
25.281,4.9068e-06
25.282,3.5741e-06
25.283,2.4166e-06
25.284,1.8132e-06
25.285,2.008e-06
25.286,3.0298e-06
25.287,4.6687e-06
25.288,6.5207e-06
25.289,8.0913e-06
25.29,8.9332e-06
25.291,8.7807e-06
25.292,7.6416e-06
25.293,5.8179e-06
25.294,3.8418e-06
25.295,2.3407e-06
25.296,1.8629e-06
25.297,2.711e-06
25.298,4.8303e-06
25.299,7.7916e-06
25.3,1.0879e-05
25.301,1.3269e-05
25.302,1.4263e-05
25.303,1.3501e-05
25.304,1.1113e-05
25.305,7.7359e-06
25.306,4.4e-06
25.307,2.2793e-06
25.308,2.3753e-06
25.309,5.2048e-06
25.31,1.0581e-05
25.311,1.7561e-05
25.312,2.4593e-05
25.313,2.9864e-05
25.314,3.177e-05
25.315,2.9429e-05
25.316,2.3095e-05
25.317,1.4375e-05
25.318,6.1624e-06
25.319,2.2552e-06
25.32,6.7259e-06
25.321,2.3126e-05
25.322,5.3691e-05
25.323,9.8697e-05
25.324,0.00015613
25.325,0.00022174
25.326,0.0002895
25.327,0.00035242
25.328,0.00040359
25.329,0.0004372
25.33,0.00044945
25.331,0.0004391
25.332,0.00040769
25.333,0.00035916
25.334,0.00029925
25.335,0.00023454
25.336,0.00017146
25.337,0.0001154
25.338,7.0053e-05
25.339,3.7119e-05
25.34,1.6364e-05
25.341,5.9912e-06
25.342,3.2326e-06
25.343,5.0017e-06
25.344,8.493e-06
25.345,1.1611e-05
25.346,1.3175e-05
25.347,1.2893e-05
25.348,1.1154e-05
25.349,8.7151e-06
25.35,6.3773e-06
25.351,4.7284e-06
25.352,4.0043e-06
25.353,4.0844e-06
25.354,4.5982e-06
25.355,5.0937e-06
25.356,5.2093e-06
25.357,4.7955e-06
25.358,3.9529e-06
25.359,2.9823e-06
25.36,2.2669e-06
25.361,2.1294e-06
25.362,2.7089e-06
25.363,3.8995e-06
25.364,5.3689e-06
25.365,6.6539e-06
25.366,7.3059e-06
25.367,7.0413e-06
25.368,5.8521e-06
25.369,4.0396e-06
25.37,2.1555e-06
25.371,8.6069e-07
25.372,7.362e-07
25.373,2.0971e-06
25.374,4.8627e-06
25.375,8.5255e-06
25.376,1.224e-05
25.377,1.5017e-05
