        25,       156,
     25.01,       169,
     25.02,       176,
     25.03,       174,
     25.04,       169,
     25.05,       181,
     25.06,       170,
     25.07,       175,
     25.08,       159,
     25.09,       164,
      25.1,       173,
     25.11,       171,
     25.12,       156,
     25.13,       140,
     25.14,       156,
     25.15,       138,
     25.16,       157,
     25.17,       197,
     25.18,       182,
     25.19,       177,
      25.2,       183,
     25.21,       198,
     25.22,       229,
     25.23,       216,
     25.24,       226,
     25.25,       253,
     25.26,       252,
     25.27,       254,
     25.28,       249,
     25.29,       290,
      25.3,       278,
     25.31,       277,
     25.32,       280,
     25.33,       299,
     25.34,       262,
     25.35,       271,
     25.36,       297,
     25.37,       288,
     25.38,       250,
     25.39,       254,
      25.4,       272,
     25.41,       238,
     25.42,       246,
     25.43,       217,
     25.44,       222,
     25.45,       171,
     25.46,       204,
     25.47,       192,
     25.48,       187,
     25.49,       183,
      25.5,       180,
     25.51,       176,
     25.52,       185,
     25.53,       200,
     25.54,       205,
     25.55,       206,
     25.56,       201,
     25.57,       224,
     25.58,       226,
     25.59,       247,
      25.6,       254,
     25.61,       280,
     25.62,       255,
     25.63,       275,
     25.64,       293,
     25.65,       265,
     25.66,       314,
     25.67,       292,
     25.68,       310,
     25.69,       317,
      25.7,       349,
     25.71,       269,
     25.72,       278,
     25.73,       250,
     25.74,       246,
     25.75,       258,
     25.76,       280,
     25.77,       270,
     25.78,       279,
     25.79,       270,
      25.8,       272,
     25.81,       304,
     25.82,       272,
     25.83,       300,
     25.84,       343,
     25.85,       395,
     25.86,       444,
     25.87,       442,
     25.88,       496,
     25.89,       521,
      25.9,       555,
     25.91,       621,
     25.92,       693,
     25.93,       743,
     25.94,       789,
     25.95,       804,
     25.96,       873,
     25.97,       839,
     25.98,       935,
     25.99,       824,
        26,       906,
     26.01,       877,
     26.02,       811,
     26.03,       745,
     26.04,       749,
     26.05,       650,
     26.06,       650,
     26.07,       588,
     26.08,       577,
     26.09,       547,
      26.1,       474,
     26.11,       528,
     26.12,       429,
     26.13,       394,
     26.14,       396,
     26.15,       408,
     26.16,       413,
     26.17,       424,
     26.18,       423,
     26.19,       480,
      26.2,       437,
     26.21,       497,
     26.22,       552,
     26.23,       580,
     26.24,       616,
     26.25,       616,
     26.26,       642,
     26.27,       708,
     26.28,       731,
     26.29,       740,
      26.3,       736,
     26.31,       724,
     26.32,       720,
     26.33,       696,
     26.34,       676,
     26.35,       661,
     26.36,       652,
     26.37,       574,
     26.38,       562,
     26.39,       565,
      26.4,       526,
     26.41,       538,
     26.42,       508,
     26.43,       487,
     26.44,       467,
     26.45,       438,
     26.46,       412,
     26.47,       460,
     26.48,       391,
     26.49,       411,
      26.5,       396,
     26.51,       414,
     26.52,       457,
     26.53,       392,
     26.54,       452,
     26.55,       423,
     26.56,       434,
     26.57,       469,
     26.58,       489,
     26.59,       509,
      26.6,       567,
     26.61,       531,
     26.62,       537,
     26.63,       585,
     26.64,       665,
     26.65,       738,
     26.66,       660,
     26.67,       805,
     26.68,       808,
     26.69,       809,
      26.7,       808,
     26.71,       857,
     26.72,       829,
     26.73,       814,
     26.74,       865,
     26.75,       790,
     26.76,       820,
     26.77,       776,
     26.78,       727,
     26.79,       675,
      26.8,       670,
     26.81,       654,
     26.82,       670,
     26.83,       658,
     26.84,       655,
     26.85,       646,
     26.86,       623,
     26.87,       668,
     26.88,       686,
     26.89,       644,
      26.9,       646,
     26.91,       696,
     26.92,       737,
     26.93,       753,
     26.94,       756,
     26.95,       820,
     26.96,       829,
     26.97,       899,
     26.98,       846,
     26.99,       999,
        27,       946,
     27.01,       995,
     27.02,       999,
     27.03,      1123,
     27.04,      1096,
     27.05,      1155,
     27.06,      1224,
     27.07,      1251,
     27.08,      1159,
     27.09,      1124,
      27.1,      1180,
     27.11,      1138,
     27.12,      1102,
     27.13,      1087,
     27.14,      1018,
     27.15,      1035,
     27.16,       997,
     27.17,      1020,
     27.18,       906,
     27.19,       916,
      27.2,       977,
     27.21,       939,
     27.22,       919,
     27.23,      1002,
     27.24,       922,
     27.25,       936,
     27.26,       995,
     27.27,      1058,
     27.28,      1073,
     27.29,      1076,
      27.3,      1116,
     27.31,      1156,
     27.32,      1301,
     27.33,      1254,
     27.34,      1308,
     27.35,      1451,
     27.36,      1506,
     27.37,      1552,
     27.38,      1571,
     27.39,      1662,
      27.4,      1714,
     27.41,      1749,
     27.42,      1711,
     27.43,      1764,
     27.44,      1726,
     27.45,      1737,
     27.46,      1703,
     27.47,      1627,
     27.48,      1602,
     27.49,      1556,
      27.5,      1489,
     27.51,      1566,
     27.52,      1452,
     27.53,      1462,
     27.54,      1502,
     27.55,      1520,
     27.56,      1552,
     27.57,      1572,
     27.58,      1678,
     27.59,      1716,
      27.6,      1811,
     27.61,      1987,
     27.62,      2145,
     27.63,      2390,
     27.64,      2728,
     27.65,      3061,
     27.66,      3367,
     27.67,      3774,
     27.68,      4120,
     27.69,      4648,
      27.7,      5058,
     27.71,      5387,
     27.72,      5936,
     27.73,      6136,
     27.74,      6596,
     27.75,      6687,
     27.76,      6868,
     27.77,      6916,
     27.78,      6675,
     27.79,      6518,
      27.8,      6424,
     27.81,      6183,
     27.82,      5767,
     27.83,      5286,
