42.5,2.3242e-06
42.51,9.0814e-06
42.52,1.3783e-05
42.53,5.208e-06
42.54,7.498e-06
42.55,1.8978e-05
42.56,2.4118e-06
42.57,1.1283e-05
42.58,2.0342e-05
42.59,2.7981e-06
42.6,1.4309e-05
42.61,2.0193e-05
42.62,9.0922e-06
42.63,9.3632e-06
42.64,2.9491e-05
42.65,8.5931e-06
42.66,1.0025e-05
42.67,3.6172e-05
42.68,9.8485e-06
42.69,1.5264e-05
42.7,3.3248e-05
42.71,2.7206e-05
42.72,8.8176e-06
42.73,3.7068e-05
42.74,4.7726e-05
42.75,2.0245e-07
42.76,4.9662e-05
42.77,5.6168e-05
42.78,1.906e-05
42.79,4.5267e-05
42.8,6.7495e-05
42.81,7.1976e-05
42.82,1.3993e-05
42.83,0.00010786
42.84,0.00013155
42.85,6.5627e-06
42.86,0.00018434
42.87,0.00016169
42.88,0.00018005
42.89,0.00032997
42.9,0.00018558
42.91,0.001755
42.92,0.0018195
42.93,1.0001
42.94,0.0054599
42.95,0.00019653
42.96,0.00058667
42.97,0.0007302
42.98,0.00098719
42.99,0.00042894
43,0.00036929
43.01,0.0035716
43.02,0.0064935
43.03,0.0016307
43.04,0.50005
43.05,0.052944
43.06,0.0073331
43.07,0.00010056
43.08,0.0010552
43.09,0.0016577
43.1,0.00068292
43.11,5.5401e-06
43.12,0.00027827
43.13,0.00050638
43.14,0.0002401
43.15,1.5326e-05
43.16,0.00010877
43.17,0.00023118
43.18,0.00014898
43.19,1.2445e-05
43.2,3.9816e-05
43.21,0.00013265
43.22,0.00010366
43.23,1.939e-05
43.24,1.5886e-05
43.25,6.7698e-05
43.26,8.0819e-05
43.27,3.4847e-05
43.28,1.0586e-06
43.29,2.9636e-05
43.3,6.179e-05
43.31,4.0267e-05
43.32,6.5448e-06
43.33,9.4137e-06
43.34,3.3077e-05
43.35,4.1117e-05
43.36,2.2088e-05
43.37,1.5403e-06
43.38,9.7495e-06
43.39,3.0881e-05
43.4,2.9394e-05
43.41,1.0468e-05
43.42,2.2658e-06
43.43,1.0694e-05
43.44,2.2316e-05
43.45,2.2762e-05
43.46,9.7676e-06
43.47,1.1969e-07
43.48,7.2224e-06
43.49,1.8806e-05
43.5,1.8117e-05
