42.5	24027
42.51	25191
42.52	25778
42.53	26530
42.54	27499
42.55	28362
42.56	29364
42.57	30501
42.58	31743
42.59	32913
42.6	34205
42.61	35900
42.62	37843
42.63	40331
42.64	43670
42.65	47517
42.66	52950
42.67	58952
42.68	68360
42.69	78366
42.7	91236
42.71	114011
42.72	128920
42.73	143497
42.74	151955
42.75	159970
42.76	165980
42.77	166226
42.78	178390
42.79	183218
42.8	200192
42.81	229237
42.82	270283
42.83	329936
42.84	427916
42.85	565871
42.86	798720
42.87	1.46787E6
42.88	2.36575E6
42.89	3.78594E6
42.9	5.70581E6
42.91	7.92026E6
42.92	9.50431E6
42.93	1.05079E7
42.94	1.03145E7
42.95	8.96017E6
42.96	6.43294E6
42.97	4.65446E6
42.98	3.2666E6
42.99	2.55349E6
43	2.52257E6
43.01	3.16893E6
43.02	4.00564E6
43.03	4.79914E6
43.04	5.18088E6
43.05	5.08597E6
43.06	4.44549E6
43.07	3.47587E6
43.08	2.43801E6
43.09	1.59505E6
43.1	954047
43.11	512746
43.12	340077
43.13	252314
43.14	200014
43.15	165436
43.16	144347
43.17	122927
43.18	109378
43.19	99467
43.2	88638
43.21	80996.5
43.22	75114
43.23	69496
43.24	64404
43.25	60006
43.26	56774
43.27	53176
43.28	50507
43.29	47728
43.3	44558
43.31	42532
43.32	40507
43.33	38411
43.34	36467
43.35	34909
43.36	33200
43.37	32050
43.38	30784
43.39	29701
43.4	28783
43.41	27506
43.42	26744
43.43	26035
43.44	25168
43.45	24203
43.46	23641
43.47	22379
43.48	21828
43.49	21023
